verbatimScientificName,kingdom,phylum,class,nameUk,BernAppendix2,BernAppendix3,Bonn,AEWA,BernResolution6,HabitatsDirectiveAnnex_V,HabitatsDirectiveAnnex_IV,HabitatsDirectiveAnnex_II,BirdsDirectiveAnnex_IІ,BirdsDirectiveAnnex_I,ЧКУ,IUCN,BernAppendix1,EUROBATS,ACCOBAMS,Invasive,ЧС_Полтавська,ЧС_Чернівецька,ЧС_Житомирська,ЧС_Вінницька,ЧС_Харківська,ЧС_Чернігівська,ЧС_Черкаська,ЧС_Івано_Франківська,ЧС_Рівненська,ЧС_Одеська,ЧС_Сумська,ЧС_Закарпатська,ЧС_Львівська,ЧС_Миколаївська,ЧС_Донецька,ЧС_Херсонська,ЧС_Севастополь,ЧС_Тернопільська,ЧС_Київ,ЧС_Волинська,ЧС_Хмельницька,ЧС_Запорізька,ЧС_Кіровоградська,ЧС_Луганська,ЧС_Київська,ЧС_Дніпропетровська
Cistus palhinhae Ingram,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Halimium verticillatum (Brot.) Sennen,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helianthemum alypoides Losa & Rivas Goday,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Helianthemum caput-felis Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tuberaria major (Willk.) P.Silva & Rozeira,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anthemis glaberrima (Rech.fil.) Greuter,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Artemisia granatensis Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster pyrenaeus Desf. ex DC.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Aster sorrentinii (Tod.) Lojac.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carduus myriacanthus Salzm. ex DC.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea alba subsp. heldreichii (Halacsy) Dostal,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea alba subsp. princeps (Boiss. & Heldr.) Gugler,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea attica subsp. megarensis (Halacsy & Hayek) Dostal,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea balearica J.J.Rodr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea borjae Valdes Berm. & Rivas Goday,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea citricolor Font Quer,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea corymbosa Pourret,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea gadorensis Blanca,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea horrida Badaro,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea kalambakensis Freyn & Sint.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea kartschiana Scop.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea lactiflora Halacsy,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea micrantha subsp. herminii (Rouy) Dostal,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea niederi Heldr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea peucedanifolia Boiss. & Orph.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea pinnata Pau ex Vicioso,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea pulvinata (Blanca) Blanca,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurea rothmalerana (Arenes) Dostal,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Centaurea vicentina Mariz, 1892",Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis crocifolia Boiss. & Heldr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crepis granatensis (Willk.) Blanca & Cueto,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erigeron frigidus Boiss. ex DC.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hymenostemma pseudanthemis (Kunze) Willk.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jurinea fontqueri Cuatrec.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lamyropsis microcephala (Moris) Dittrich & Greuter,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leontodon microcephalus (Boiss. ex DC.) Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leontodon boryi Boiss. ex DC.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leontodon siculus (Guss.) Finch & P.D.Sell,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Leuzea longifolia Hoffmanns. & Link,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santolina impressa Hoffmanns. & Link,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Santolina semidentata Hoffmanns. & Link,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio elodes Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Senecio nevadensis Boiss. & Reut.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convolvulus argyrothamnos Greuter,Plantae,Tracheophyta,Magnoliopsida,Березка критська,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Convolvulus fernandesii P.Silva & Teles,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Alyssum pyrenaicum Lapeyr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabis sadina (Samp.) Cout.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscutella neustriaca Bonnet,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Biscutella vincentina (Samp.) Rothm.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Boleum asperum (Pers.) Desv.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica glabrescens Poldini,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica insularis Moris,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Brassica macrocarpa Guss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coincya cintrana (Cout.) P.Silva,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coincya rupestris Porta & Rigo ex Rouy,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coronopus navasii Pau,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplotaxis ibicensis (Pau) Gomez-Campo,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplotaxis siettiana Maire,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diplotaxis vicentina (P.Cout.) Rothm.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erucastrum palustre (Pirona) Vis.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iberis arbuscula Spach,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iberis procumbens subsp. microcarpa Franco & P.Silva,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionopsidium acaule (Desf.) DC. ex Rchb.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ionopsidium savianum (Caruel) Ball ex Caruel,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium cavanillesianum Castrov. & Valdes Berm.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sisymbrium supinum L.,Plantae,Tracheophyta,Magnoliopsida,Гулявник низький,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Carex panormitana Guss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Borderea chouardii (Gaussen) Gaussen & Heslot,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia margalidiana Kuhbier & Lewej.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Euphorbia transtagana Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurium rigualii Esteve,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Centaurium somedanum M.Lainz,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentiana ligustica Vilm. & Chopinet,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gentianella anglica (Pugsley) E.F.Warb.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erodium astragaloides Boiss. & Reut.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erodium paularense Fern.-Gonz. & Izco,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Erodium rupicola Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Avenula hackelii (Henriq.) Holub,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bromus grossus Desf. ex DC.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coleanthus subtilis (Tratt.) Seidel ex Roem. & Schult.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca brigantina (Markgr.-Dann.) Markgr.-Dann.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca duriotagana Franco & Rocha Afonso,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca elegans Boiss.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca henriquesii Hack.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca glauca Vill.,Plantae,Tracheophyta,Liliopsida,Вівсяниця сива,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Festuca summilusitana Franco & Rocha Afonso,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gaudinia hispanica Stace & T.G.Tutin,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holcus setiglumis subsp. duriensis P.Silva,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micropyropsis tuberosa Romero Zarco & Cabezudo,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pseudarrhenatherum pallens (Link) Holub,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Puccinellia pungens (Pau) Paunero,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa austroitalica Martinovsky,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa bavarica Martinovsky & H.Scholz,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stipa veneta Moraldo,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ribes sardoum Martelli,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hypericum aciferum (Greuter) N.Robson,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juncus valvatus Link,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Micromeria taygetea P.H.Davis,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepeta dirphya (Boiss.) Heldr. ex Halacsy,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nepeta sphaciotica P.H.Davis,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Origanum dictamnus L.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sideritis incana subsp. glauca (Cav.) Malag.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sideritis javalambrensis Pau,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sideritis serrata Lag.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teucrium lepicephalum Pau,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Teucrium turredanum Losa & Rivas Goday,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thymus camphoratus Hoffmanns. & Link,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thymus carnosus Boiss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Thymus cephalotos L.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Anthyllis hystrix (Willk. ex Barcelo) Cardona, J.Cont. & E.Sierra",Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astragalus algarbiensis Coss. ex Bunge,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astragalus aquilanus Anzal.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astragalus centralpinus Braun-Blanq.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astragalus maritimus Moris,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astragalus tremolsianus Pau,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Astragalus verrucosus Moris,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cytisus aeolicus Guss.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genista dorycnifolia Font Quer,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Genista holopetala (Fleischm. ex W.D.J.Koch) Bald.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Melilotus segetalis subsp. fallax Franco,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ononis hackelii Lange,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trifolium saxatile All.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vicia bifoliolata J.J.Rodr.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pinguicula nevadensis (H.Lindb.) Casper,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Androcymbium rechingeri Greuter,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Asphodelus bento-rainhae P.Silva,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyacinthoides vicentina (Hoffmanns. & Link) Rothm.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Muscari gussonei (Parl.) Tod.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Linum muelleri Moris,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lythrum flexuosum Lag.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosteletzkya pentacarpos (L.) Ledeb.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Najas flexilis (Willd.) Rostk. & W.L.E.Schmidt,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cephalanthera cucullata Boiss. & Heldr.,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Ophrys lunulata Pari., 1838",Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paeonia cambessedesii (Willk.) Willk.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paeonia parnassica Tzanoud.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Paeonia clusii subsp. rhodia (Stearn) Tzanoud.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Phoenix theophrasti Greuter,Plantae,Tracheophyta,Liliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago algarbiensis Samp.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Plantago almogravensis Franco,Plantae,Tracheophyta,Magnoliopsida,Армерія берлегаська,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armeria helodes F.Martini & Poldini,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armeria neglecta Girard,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armeria pseudarmeria (Murray) Mansf.,Plantae,Tracheophyta,Magnoliopsida,Армерія псевдоармерія,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armeria rouyana Daveau,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armeria soleirolii (Duby) Godr.,Plantae,Tracheophyta,Magnoliopsida,Армерія Солейроля,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armeria velutina Boiss. & Reut.,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonium dodartii subsp. lusitanicum (Daveau) Franco,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonium insulare (Beg. & Landi) Arrigoni & Diana,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonium lanceolatum (Hoffmanns. & Link) Franco,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonium multiflorum Erben,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonium pseudolaetum Arrigoni & Diana,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Limonium strictissimum (Salzm.) Arrigoni,Plantae,Tracheophyta,Magnoliopsida,,,,,,,,yes,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
